Sample_ID,Paper_ID,Paper_Title,DOI,Year,Source_PDF,Composition_Formula,Base_LMFP_Composition,Full_Doped_Composition,Mn_Ratio,Fe_Ratio,Dopant_Element,Dopant_Count,Dopant_Molar_Ratio,Dopant_x_per_fu,Carbon_wt_percent,Synthesis_Method,Calcination_Temp_1_C,Calcination_Time_1_h,Discharge_Capacity_0_05C_mAh_g,Discharge_Capacity_0_1C_mAh_g,Discharge_Capacity_1C_mAh_g,Discharge_Capacity_2C_mAh_g,Discharge_Capacity_5C_mAh_g,Initial_Coulombic_Efficiency_percent,Cycle_Life_cycles,Capacity_Retention_percent,EIS_R_ct_before_Ohm,EIS_R_ct_after_Ohm,Li_Diffusion_Coefficient_cm2_s,XRD_Phase_Purity,Remarks,Impurity_Phase_Identified,Evidence,Calculated_Molar_Mass,Calculated_Q_M2,Calculated_Li_Stoichiometry,Calculated_Li_Vacancy_delta,Calculated_S_config_over_R,Calculated_Theoretical_Capacity_Metric,Record_Classification
P12_Row1_Sample_1,P12_Row1,Comparative Study on the Physicochemical and Electrochemical Properties of Mg/Ti Co-Doping LiMn0.6Fe0.4PO4/C Cathode Materials Synthesized via CVD Using Diverse Manganese Precursors,10.3390/batteries12050160,2026,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C (LMFP-1),,,0.6,0.4,Mg;Ti,2,2400/600,,20.0,Spray Drying + CVD,450.0,3.0,,,135.0,,,,100,88.5,Loose carbon layout layer generation.,,,,,,Table 1 / Fig 3 / Fig 6,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P12_Row2_Sample_1,P12_Row2,Comparative Study on the Physicochemical and Electrochemical Properties of Mg/Ti Co-Doping LiMn0.6Fe0.4PO4/C Cathode Materials Synthesized via CVD Using Diverse Manganese Precursors,10.3390/batteries12050160,2026,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C (LMFP-2),,,0.6,0.4,Mg;Ti,2,2400/600,,20.0,Spray Drying + CVD,450.0,3.0,,,148.9,,,,100,97.9,Thin continuous carbon coating setup.,,,,,,Table 1 / Fig 3 / Fig 6,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P12_Row3_Sample_1,P12_Row3,Comparative Study on the Physicochemical and Electrochemical Properties of Mg/Ti Co-Doping LiMn0.6Fe0.4PO4/C Cathode Materials Synthesized via CVD Using Diverse Manganese Precursors,10.3390/batteries12050160,2026,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C (LMFP-3),,,0.6,0.4,Mg;Ti,2,2400/600,,20.0,Spray Drying + CVD,450.0,3.0,,,122.0,,,,100,81.2,Thick non-uniform coating metrics (10-20nm).,,,,,,Table 1 / Fig 3 / Fig 6,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P13_Row1_Sample_1,P13_Row1,Synthesis...,10.3390/molecules26247641,2021,UNVERIFIED_PDF_NOT_FOUND,LiMnPO4/C (x=0),,,1.0,0.0,None/Undoped,0,,,7.0,Sol-gel,500.0,4.0,,,92.0,,32.0,,50,65.0,Baseline LMP code setup execution.,,,,,,Table 1,156.8488,2.0,1.0,0.0,0.0,170.87,LITERATURE_REPORTED
P13_Row2_Sample_1,P13_Row2,Synthesis...,10.3390/molecules26247641,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.9Fe0.1PO4/C (x=0.1),,,0.9,0.1,None/Undoped,0,,,7.2,Sol-gel,500.0,4.0,,,132.0,,75.0,,50,84.0,Vegard linearity tracking baseline sample.,,,,,,Table 1,156.9395,2.0,1.0,0.0,0.3251,170.78,LITERATURE_REPORTED
P13_Row3_Sample_1,P13_Row3,Synthesis...,10.3390/molecules26247641,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (x=0.2),,,0.8,0.2,None/Undoped,0,,,7.2,Sol-gel,500.0,4.0,,,152.5,,95.7,,50,92.5,Peak solid solution capacity deployment grid.,,,,,,Table 1,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P13_Row4_Sample_1,P13_Row4,Synthesis...,10.3390/molecules26247641,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C (x=0.3),,,0.7,0.3,None/Undoped,0,,,7.4,Sol-gel,500.0,4.0,,,143.0,,84.0,,50,89.0,Sub-optimal matrix validation sample.,,,,,,Table 1,157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P13_Row5_Sample_1,P13_Row5,Synthesis...,10.3390/molecules26247641,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C (x=0.4),,,0.6,0.4,None/Undoped,0,,,7.5,Sol-gel,500.0,4.0,,,134.0,,71.0,,50,86.0,Fe-rich system limitation constraint sample.,,,,,,Table 1,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P14_Row1_Sample_1,P14_Row1,Hydrothermally...,10.1038/s41598-021-91881-1,2021,UNVERIFIED_PDF_NOT_FOUND,LiFePO4/C (Control),,,0.0,1.0,None/Undoped,0,,,3.2,Hydrothermal,,,,169,,,150.0,,50,90.0,Pure baseline LFP control matrix run.,,,,,,Table 1,157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P14_Row2_Sample_1,P14_Row2,Hydrothermally...,10.1038/s41598-021-91881-1,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.1Fe0.9PO4/C (0.1),,,0.1,0.9,None/Undoped,0,,,3.0,Hydrothermal,,,,165,,,,,50,98.5,Trace manganese insertion group execution.,,,,,,Table 1,157.6651,2.0,1.0,0.0,0.3251,169.99,LITERATURE_REPORTED
P14_Row3_Sample_1,P14_Row3,Hydrothermally...,10.1038/s41598-021-91881-1,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.2Fe0.8PO4/C (0.2),,,0.2,0.8,None/Undoped,0,,,3.1,Hydrothermal,,,,162,,,,,50,98.8,Standard composition test segment routing.,,,,,,Table 1,157.5744,2.0,1.0,0.0,0.5004,170.09,LITERATURE_REPORTED
P14_Row4_Sample_1,P14_Row4,Hydrothermally...,10.1038/s41598-021-91881-1,2021,UNVERIFIED_PDF_NOT_FOUND,LiMn0.3Fe0.7PO4/C (0.3),,,0.3,0.7,None/Undoped,0,,,3.0,Hydrothermal,,,,160,,,,,50,99.2,Dynamically scaled 50nm porous sample grid.,,,,,,Table 1,157.4837,2.0,1.0,0.0,0.6109,170.19,LITERATURE_REPORTED
P15_Row1_Sample_1,P15_Row1,A phytic acid...,10.1038/s41598-019-43140-7,2019,UNVERIFIED_PDF_NOT_FOUND,LiMn0.5Fe0.5PO4/C (EC-IC),,,0.5,0.5,None/Undoped,0,,,1.6,Hydrothermal+Sinter,,,,193,,,,,100,93.0,PhyA derived dual internal carbon flakes.,,,,,,Fig 2,157.3023,2.0,1.0,0.0,0.6931,170.38,LITERATURE_REPORTED
P15_Row2_Sample_1,P15_Row2,A phytic acid...,10.1038/s41598-019-43140-7,2019,UNVERIFIED_PDF_NOT_FOUND,LiMn0.5Fe0.5PO4/C (EC Only),,,0.5,0.5,None/Undoped,0,,,2.1,Hydrothermal+Sinter,,,,142,,,,,100,81.0,Standard carbon coating reference run lacking PA framework.,,,,,,Main Text,157.3023,2.0,1.0,0.0,0.6931,170.38,LITERATURE_REPORTED
P16_Row1_Sample_1,P16_Row1,Improving...,10.3390/batteries10080272,2024,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C,,,0.6,0.4,None/Undoped,0,,,10.0,Low-temp Solvothermal,650.0,8.0,,146.7,,101.2,78.9,,100,,Control sample processed at 100 °C.,,,,,,Table 1,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P16_Row2_Sample_1,P16_Row2,Improving...,10.3390/batteries10080272,2024,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C/G,,,0.6,0.4,None/Undoped,0,,,10.0,Low-temp Solvothermal,650.0,8.0,,157.8,,107.5,81.2,,100,,Graphene modification point-to-surface bridge layout.,,,,,,Table 1,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P16_Row3_Sample_1,P16_Row3,Improving...,10.3390/batteries10080272,2024,UNVERIFIED_PDF_NOT_FOUND,LiMn0.6Fe0.4PO4/C-F/G,,,0.6,0.4,F,1,0.28 at%,,10.0,Low-temp Solvothermal,650.0,8.0,,163.1,,114.6,88.1,,100,85.8,Dually modified F-carbon and graphene structure setup.,,,,,,Table 1,157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P17_Row1_Sample_1,P17_Row1,High performance...,10.1039/c7ra08993g,2017,c7ra08993g.pdf,LiMnPO4/C Baseline,,,1.0,0.0,None/Undoped,0,,,7.1,Solvothermal,550.0,4.0,,110.5,,,35.2,,50,81.0,Pure baseline reference framework without Fe insertion.,,,,,,Table 2,156.8488,2.0,1.0,0.0,0.0,170.87,LITERATURE_REPORTED
P17_Row2_Sample_1,P17_Row2,High performance...,10.1039/c7ra08993g,2017,c7ra08993g.pdf,LiMn0.75Fe0.25PO4/C,,,0.75,0.25,None/Undoped,0,,,7.35,Solvothermal,550.0,4.0,,161.7,141.5,,121.3,,50,Stable,Minimal structural antisite lattice defects execution.,,,,,,Table 2,157.0756,2.0,1.0,0.0,0.5623,170.63,LITERATURE_REPORTED
P17_Row3_Sample_1,P17_Row3,High performance...,10.1039/c7ra08993g,2017,c7ra08993g.pdf,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,5.86,Solvothermal,550.0,4.0,,167.6,153.9,150.6,139.1,,50,94.0,Peak capacity configuration across the solvothermal lines.,,,,,,Table 2,157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P17_Row4_Sample_1,P17_Row4,High performance...,10.1039/c7ra08993g,2017,c7ra08993g.pdf,LiMn0.5Fe0.5PO4/C,,,0.5,0.5,None/Undoped,0,,,6.2,Solvothermal,550.0,4.0,,155.2,138.2,,105.0,,50,91.2,Intermediate solid solution reference testing profile.,,,,,,Table 2,157.3023,2.0,1.0,0.0,0.6931,170.38,LITERATURE_REPORTED
P17_Row5_Sample_1,P17_Row5,High performance...,10.1039/c7ra08993g,2017,c7ra08993g.pdf,LiMn0.3Fe0.7PO4/C,,,0.3,0.7,None/Undoped,0,,,6.1,Solvothermal,550.0,4.0,,142.1,121.2,,85.0,,50,87.0,High-iron content matrix structural verification.,,,,,,Table 2,157.4837,2.0,1.0,0.0,0.6109,170.19,LITERATURE_REPORTED
P18_Row1_Sample_1,P18_Row1,Rational design...,10.1088/2053-1591/ab67f3,2020,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LM-3),,,0.8,0.2,None/Undoped,0,,,3.1,Two-Step Sintering,400.0,4.0,,110.2,101.0,95,,,100,Side tracking interface reactions,Small particles induce excessive resistance over cycles.,,,,,,Table 1,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P18_Row2_Sample_1,P18_Row2,Rational design...,10.1088/2053-1591/ab67f3,2020,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LM-9),,,0.8,0.2,None/Undoped,0,,,3.6,Two-Step Sintering,400.0,4.0,,124,113.0,109,,,100,Optimal balance parameters,D50 of 9.39 um balances active boundary layer exposure.,,,,,,Table 1 / Table 2 / Figure 3,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P18_Row3_Sample_1,P18_Row3,Rational design...,10.1088/2053-1591/ab67f3,2020,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LM-15),,,0.8,0.2,None/Undoped,0,,,3.8,Two-Step Sintering,400.0,4.0,,101.4,85.0,78,,,100,Poor core tracking utilization,Long diffusion paths within large particles decrease properties.,,,,,,Table 1,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P19_Row1_Sample_1,P19_Row1,Approach...,US9385367B2,2016,UNVERIFIED_PDF_NOT_FOUND,Mesoporous LiMn0.8Fe0.2PO4/C,,,0.8,0.2,None/Undoped,0,,,,Soft-Template,650.0,4.0,,145,,,,,,,,,Cationic micelle networks prevent overgrowth structures.,,,,Summary,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P19_Row2_Sample_1,P19_Row2,Approach...,US9385367B2,2016,UNVERIFIED_PDF_NOT_FOUND,Non-mesoporous Control,,,0.8,0.2,None/Undoped,0,,,,Standard Sinter,650.0,4.0,,115,,,,,,,,,Control standard calcination running reference baseline.,,,,Description,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P20_Row1_Sample_1,P20_Row1,LiMn1-xFexPO4...,10.1101/1107.0111v1,2011,UNVERIFIED_PDF_NOT_FOUND,LiMn0.75Fe0.25PO4/rmGO,,,0.75,0.25,None/Undoped,0,,,26.0,Two-step Hydrolysis + Solvothermal,180.0,12.0,,155,153.0,,132.0,99.0,100,98.1,,,,,Radial [010] channels trigger fast 50C outputs.,,Figure 4,157.0756,2.0,1.0,0.0,0.5623,170.63,LITERATURE_REPORTED
P20_Row2_Sample_1,P20_Row2,LiMn1-xFexPO4...,10.1101/1107.0111v1,2011,UNVERIFIED_PDF_NOT_FOUND,Free Nanorods Control,,,0.75,0.25,None/Undoped,0,,,8.0,Standard Solvo,180.0,12.0,,135,112.0,,64.0,,100,88.5,,,,,Synthesized in free solution without graphitic template sheets.,,Main Text,157.0756,2.0,1.0,0.0,0.5623,170.63,LITERATURE_REPORTED
P21_Row1_Sample_1,P21_Row1,Tuning...,10.1038/s41598-022-09244-3,2022,UNVERIFIED_PDF_NOT_FOUND,Solid LFP cell (Optimal),,,0.0,1.0,None/Undoped,0,,,35.0,Slurry PEO/LiTFSI,,,,158,145.0,,121.0,,100,92.0,,,,,Optimized non-porous polymer channel grid packing.,,Fig 6,157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P21_Row2_Sample_1,P21_Row2,Tuning...,10.1038/s41598-022-09244-3,2022,UNVERIFIED_PDF_NOT_FOUND,Solid LFP cell (Dry-mill),,,0.0,1.0,None/Undoped,0,,,35.0,Dry Milled Sinter,,,,115,92.0,,54.0,,100,78.0,,,,,Dry-milled processing limits polymer/carbon coverage contact.,,Main Text,157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P22_Row1_Sample_1,P22_Row1,The Synthesis...,10.3390/ma9090766,2016,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (HTC),,,0.4,0.6,None/Undoped,0,,,15.0,Solvothermal Joint,650.0,5.0,,155,,,106.3,,50,98.0,,,,,Inter-diffusion starts completely around 350 °C step.,,Figure 10,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P22_Row2_Sample_1,P22_Row2,The Synthesis...,10.3390/ma9090766,2016,UNVERIFIED_PDF_NOT_FOUND,LiMn0.4Fe0.6PO4/C (Milling),,,0.4,0.6,None/Undoped,0,,,15.0,Mechanical Milling,650.0,5.0,,134,,,75.0,,50,88.0,,,,,Control synthesized directly from mechanical milling.,,Section 2,157.393,2.0,1.0,0.0,0.673,170.28,LITERATURE_REPORTED
P27_Sample_1,P27,Unraveling the doping mechanisms in lithium iron phosphate,10.20517/energymater.2022.12,2022,effect-of-ru-doping-on-the-properties-of-lifepo4-c-cathode-materials-for-lithium-ion-batteries.pdf,"V-doped LiFePO4 (TM-LFP, DFT supercell model)",,,,1.0,V,1,"1 TM substituted for 1 Fe per formula unit (DFT supercell, not a measured synthesis ratio)",,,,,,,,,,,,,,,,,,"V-LFP: noted by authors as easiest to form (most negative/favorable formation energy among the 5) and has minimal band gap. One of 5 final TM-LFP models (of 30 screened) meeting all 6 screening criteria (cell volume change <2%, band gap <0.1eV, formation energy <2eV, both linear compressibility AND shear strength improved vs pure LFP, isotropy improved vs LFP, lithiation/delithiation voltage >3V).",,"Figs. 1-8, Table 1 (qualitative screening verdict only)",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P27_Sample_2,P27,Unraveling the doping mechanisms in lithium iron phosphate,10.20517/energymater.2022.12,2022,effect-of-ru-doping-on-the-properties-of-lifepo4-c-cathode-materials-for-lithium-ion-batteries.pdf,"Mn-doped LiFePO4 (TM-LFP, DFT supercell model)",,,,1.0,Mn,1,"1 TM substituted for 1 Fe per formula unit (DFT supercell, not a measured synthesis ratio)",,,,,,,,,,,,,,,,,,Mn-LFP: one of 5 final TM-LFP models meeting all 6 DFT screening criteria (see V-LFP note for criteria list). Directly relevant to LMFP -- confirms Mn substitution at Fe site is theoretically favorable for stability/conductivity.,,"Figs. 1-8, Table 1 (qualitative screening verdict only)",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P27_Sample_3,P27,Unraveling the doping mechanisms in lithium iron phosphate,10.20517/energymater.2022.12,2022,effect-of-ru-doping-on-the-properties-of-lifepo4-c-cathode-materials-for-lithium-ion-batteries.pdf,"Ni-doped LiFePO4 (TM-LFP, DFT supercell model)",,,,1.0,Ni,1,"1 TM substituted for 1 Fe per formula unit (DFT supercell, not a measured synthesis ratio)",,,,,,,,,,,,,,,,,,Ni-LFP: noted by authors as having the HIGHEST lithiation/delithiation voltage among the 5 final models. One of 5 final TM-LFP models meeting all 6 DFT screening criteria.,,"Figs. 1-8, Table 1 (qualitative screening verdict only)",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P27_Sample_4,P27,Unraveling the doping mechanisms in lithium iron phosphate,10.20517/energymater.2022.12,2022,effect-of-ru-doping-on-the-properties-of-lifepo4-c-cathode-materials-for-lithium-ion-batteries.pdf,"Rh-doped LiFePO4 (TM-LFP, DFT supercell model)",,,,1.0,Rh,1,"1 TM substituted for 1 Fe per formula unit (DFT supercell, not a measured synthesis ratio)",,,,,,,,,,,,,,,,,,Rh-LFP: one of 5 final TM-LFP models meeting all 6 DFT screening criteria.,,"Figs. 1-8, Table 1 (qualitative screening verdict only)",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P27_Sample_5,P27,Unraveling the doping mechanisms in lithium iron phosphate,10.20517/energymater.2022.12,2022,effect-of-ru-doping-on-the-properties-of-lifepo4-c-cathode-materials-for-lithium-ion-batteries.pdf,"Os-doped LiFePO4 (TM-LFP, DFT supercell model)",,,,1.0,Os,1,"1 TM substituted for 1 Fe per formula unit (DFT supercell, not a measured synthesis ratio)",,,,,,,,,,,,,,,,,,"Os-LFP: appears repeatedly among top-3 in individual sub-screens (smallest cell volume change, best elastic properties, highest isotropy). One of 5 final TM-LFP models meeting all 6 DFT screening criteria.",,"Figs. 1-8, Table 1 (qualitative screening verdict only)",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P28_Sample_1,P28,Formation Mechanism and Growth Habit of Olivine-LiFePO4 Materials by Hydrothermal Synthesis,N/A (see http://www.electrochemsci.org/papers/vol11/110201558.pdf),2016,UNVERIFIED_PDF_NOT_FOUND,"LiFePO4 (undoped, no Mn -- background reference only)",,,0.0,1.0,Unspecified,0,,,,"Hydrothermal (modeled, not experimentally executed in this paper)",,,,,,,,,,,,,,,"Pure LiFePO4 (no Mn) -- background/mechanistic study on hydrothermal crystal growth via anion coordination polyhedron model + molecular simulation, NOT composition-specific LMFP data. No electrochemical or capacity data reported (purely computational/crystallographic). Key finding: growth rate order V{011}>V{210}>V{002}>V{101}>V{200}~=V{020}; dominant exposed facets under hydrothermal conditions are {020},{200},{101}. pH controls growth-unit speciation: plate-like crystals (large ac-plane facet) form at 4<pH<6.5, needle-like crystals at pH~=3.5, consistent with Dokko & Kanamura's prior experimental work cited in the paper.",,"Figure 3, Table BFDH model results",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P29_Sample_1,P29,First-Principles Study of Doping in LiMnPO4,N/A (see http://www.electrochemsci.org/papers/vol7/7043362.pdf),2012,UNVERIFIED_PDF_NOT_FOUND,LiMnPO4 (pristine),,,1.0,0.0,None/Undoped,0,,,,,,,,,,,,,,,,,,,"Pristine reference. Calculated via CASTEP/GGA, energy cutoff 500 eV, k-point 5x5x5.",,"Figure 2 (DOS), Table 2 (HOMO/LUMO)",156.8488,2.0,1.0,0.0,0.0,170.87,LITERATURE_REPORTED
P29_Sample_2,P29,First-Principles Study of Doping in LiMnPO4,N/A (see http://www.electrochemsci.org/papers/vol7/7043362.pdf),2012,UNVERIFIED_PDF_NOT_FOUND,LiMn0.75Fe0.25PO4,,,0.75,0.25,Fe,1,0.25,0.25,,,,,,,,,,,,,,,,,"Fe doping reduces band gap vs pristine LiMnPO4 (1.31 vs 1.61 eV), indicating improved electronic conductivity. Fe doping does not lead to great change in bonding structure. Fe3d shows obvious contribution to conduction band. Directly relevant to LMFP -- confirms Fe substitution at Mn site improves conductivity at the electronic-structure level.",,"Figure 2 (DOS), Table 2 (HOMO/LUMO)",171.0368,2.5,0.5,0.5,0.9089,78.35,LITERATURE_REPORTED
P29_Sample_3,P29,First-Principles Study of Doping in LiMnPO4,N/A (see http://www.electrochemsci.org/papers/vol7/7043362.pdf),2012,UNVERIFIED_PDF_NOT_FOUND,LiMn0.75Al0.25PO4,,,0.75,0.0,Al,1,0.25,0.25,,,,,,,,,,,,,,,,,"Al doping DRAMATICALLY INCREASES band gap vs pristine (2.07 vs 1.61 eV) -- negative effect on electronic conductivity, though may benefit Li+ ion transference/diffusion per authors' HOMO/LUMO analysis.",,"Figure 2 (DOS), Table 2 (HOMO/LUMO)",149.8597,2.25,0.75,0.25,0.5623,134.13,LITERATURE_REPORTED
P29_Sample_4,P29,First-Principles Study of Doping in LiMnPO4,N/A (see http://www.electrochemsci.org/papers/vol7/7043362.pdf),2012,UNVERIFIED_PDF_NOT_FOUND,LiMnPO3.75S0.25,,,1.0,0.0,S,1,0.25,0.25,,,,,,,,,,,,,,,,,"Anion (O-site) doping with S. Paper states band gap of LiMnPO3.75S0.25 is 'smaller than that of LiMnPO4' but does NOT give an exact numeric value in the visible text -- left blank rather than estimated from the DOS figure. S3p shows visible contribution to highest valence band, suggesting S doping may improve electric conductivity. S substituted at O3 site (weakest Mn-O bond, bond length 2.232 Angstrom vs O1/O2).",,"Figure 2 (DOS), Table 2 (HOMO/LUMO)",164.8638,2.0,1.0,0.0,0.3466,162.57,LITERATURE_REPORTED
P30_Sample_1,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,,,,,,,,,,,CTAB=0 g/mL sample. 0.2C discharge capacity = 114.8 mAh/g (5th cycle).,,"Fig. 2 (CTAB series, 0.2C capacity)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P30_Sample_2,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,,,,,,,,,,,"CTAB=0.075 g/mL sample. 0.2C discharge capacity = 157.6 mAh/g per Fig. 2 (CTAB series, 5th cycle). NOTE: this is nominally the SAME sample as the 180C row in the temperature series below, but that figure (Fig. 6, rate series) reports 156.3 mAh/g at 0.2C for it instead -- minor internal inconsistency in the source paper across figures, both values kept as reported rather than reconciled.",,"Fig. 2 (CTAB series, 0.2C capacity)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P30_Sample_3,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,,,,,,,,,,,CTAB=0.150 g/mL sample. 0.2C discharge capacity = 145.0 mAh/g (5th cycle).,,"Fig. 2 (CTAB series, 0.2C capacity)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P30_Sample_4,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,,,,,,,,,,,CTAB=0.225 g/mL sample. 0.2C discharge capacity = 134.6 mAh/g (5th cycle).,,"Fig. 2 (CTAB series, 0.2C capacity)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P30_Sample_5,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,,,,,,,,162.8,3.26e-16,,Hydrothermal T=140C. 0.2C discharge capacity = 127.39 mAh/g (explicit text value).,,"Figs. 3,5,6 (temperature series)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P30_Sample_6,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,,,,,,,,137.3,3.97e-16,,Hydrothermal T=160C. 0.2C discharge capacity NOT given as an explicit text value for this specific temperature -- only shown as a curve position in Fig. 3/6 -- left blank rather than read off the graph.,,"Figs. 3,5 (temperature series)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P30_Sample_7,P30,Hydrothermal Synthesis of Well-dispersed LiMn0.7Fe0.3PO4/C Nanocrystalline Cathodes for Lithium-ion Batteries,N/A (see http://www.electrochemsci.org/papers/vol10/100907371.pdf),2015,UNVERIFIED_PDF_NOT_FOUND,LiMn0.7Fe0.3PO4/C,,,0.7,0.3,None/Undoped,0,,,3.2,Hydrothermal + post carbon-coating (sintered),,,,,151.5,146.1,132.3,,30,96.1,,65.8,1.23e-15,,"Hydrothermal T=180C (best-performing sample; CTAB series above reports 157.6 mAh/g at 0.2C for the nominally same sample -- see note there). Full rate series: 156.3 (0.2C), 151.5 (1C), 146.1 (2C), 132.3 (5C) mAh/g. 0.2C capacity retention after 30 cycles = 96.1%. Best crystallinity, smallest charge-transfer resistance, highest Li+ diffusion coefficient among the 4 temperatures tested.",,"Figs. 3,5,6 (temperature series, full rate series)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
